Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,MA20,MA50,Volatility
2019-12-12 00:00:00-05:00,139.77999877929688,139.85000610351562,137.8800048828125,138.42999267578125,8815100,0.0,0.0,0.0,-0.003527249493396556,138.1804992675781,,0.004811118241916474
2019-12-13 00:00:00-05:00,138.52000427246094,139.2100067138672,137.97999572753906,139.0500030517578,6964300,0.0,0.0,0.0,0.004478873140076667,138.20499954223632,,0.004823634375407874
2019-12-16 00:00:00-05:00,139.1999969482422,139.38999938964844,138.8000030517578,139.0399932861328,4646100,0.0,0.0,0.0,-7.198680622300113e-05,138.24649887084962,,0.00478201001895245
2019-12-17 00:00:00-05:00,139.02000427246094,139.3000030517578,138.85000610351562,139.00999450683594,4287500,0.0,0.0,0.0,-0.00021575647831872935,138.26599884033203,,0.004741752206095705
2019-12-18 00:00:00-05:00,138.86000061035156,139.25,138.80999755859375,139.02000427246094,3607600,0.0,0.0,0.0,7.200752478642158e-05,138.28249893188476,,0.0047410399339671205
2019-12-19 00:00:00-05:00,139.0399932861328,139.5500030517578,138.8699951171875,139.3800048828125,4975000,0.0,0.0,0.0,0.002589559770448613,138.3134994506836,,0.004772539270174971
2019-12-20 00:00:00-05:00,139.3699951171875,139.52000427246094,138.97999572753906,139.52000427246094,4463900,0.0,0.0,0.0,0.0010044438566789715,138.38949966430664,,0.0045805408362258535
2019-12-23 00:00:00-05:00,139.52999877929688,139.9600067138672,139.52999877929688,139.9499969482422,5180900,0.0,0.0,0.0,0.003081942822633188,138.49999923706054,,0.004575801398314434
2019-12-24 00:00:00-05:00,140.44000244140625,141.3300018310547,140.42999267578125,141.27000427246094,5303700,0.0,0.0,0.0,0.009431992518777577,138.70949935913086,,0.004761555732494495
2019-12-26 00:00:00-05:00,142.05999755859375,142.47000122070312,141.91000366210938,142.3800048828125,8342500,0.0,0.0,0.0,0.007857298625196796,138.94149932861328,,0.004918469125237596
2019-12-27 00:00:00-05:00,142.25999450683594,142.72999572753906,142.1699981689453,142.3300018310547,5119900,0.0,0.0,0.0,-0.0003511943393945671,139.2074996948242,,0.0046674794663192675
2019-12-30 00:00:00-05:00,142.55999755859375,142.8000030517578,142.4600067138672,142.6300048828125,4810600,0.0,0.0,0.0,0.0021077991140190377,139.44599990844728,,0.00455804817154665
2019-12-31 00:00:00-05:00,143.30999755859375,143.60000610351562,142.8000030517578,142.89999389648438,5313500,0.0,0.0,0.0,0.0018929327941459295,139.70149993896484,,0.00452802336355543
2020-01-02 00:00:00-05:00,143.86000061035156,144.2100067138672,143.39999389648438,143.9499969482422,7733800,0.0,0.0,0.0,0.0073478173310379535,139.94349975585936,,0.004351063771623198
2020-01-03 00:00:00-05:00,145.75,146.32000732421875,145.39999389648438,145.86000061035156,12272800,0.0,0.0,0.0,0.013268521727000326,140.29049987792968,,0.004988546504867171
2020-01-06 00:00:00-05:00,148.44000244140625,148.47999572753906,146.9499969482422,147.38999938964844,14403300,0.0,0.0,0.0,0.010489502076611812,140.70999984741212,,0.005276509887672079
2020-01-07 00:00:00-05:00,147.57000732421875,148.13999938964844,147.42999267578125,147.97000122070312,7978500,0.0,0.0,0.0,0.003935150508558971,141.22750015258788,,0.004319865434383495
2020-01-08 00:00:00-05:00,148.49000549316406,148.61000061035156,146.13999938964844,146.86000061035156,22248500,0.0,0.0,0.0,-0.007501524641443713,141.69150009155274,,0.004923963413591059
2020-01-09 00:00:00-05:00,146.07000732421875,146.41000366210938,145.44000244140625,146.02999877929688,10292300,0.0,0.0,0.0,-0.005651653463197515,142.09449996948243,,0.005314562580257184
2020-01-10 00:00:00-05:00,146.22000122070312,146.99000549316406,146.1699981689453,146.91000366210938,6183300,0.0,0.0,0.0,0.006026192495848015,142.49400024414064,,0.005283655738523092
2020-01-13 00:00:00-05:00,146.35000610351562,146.3800048828125,145.77999877929688,145.82000732421875,7593800,0.0,0.0,0.0,-0.007419483430124996,142.8635009765625,,0.005592159162502009
2020-01-14 00:00:00-05:00,145.4199981689453,145.80999755859375,145.0800018310547,145.69000244140625,6589700,0.0,0.0,0.0,-0.0008915435213457945,143.19550094604492,,0.005626961852953913
2020-01-15 00:00:00-05:00,146.2100067138672,146.72999572753906,145.82000732421875,146.5399932861328,6510000,0.0,0.0,0.0,0.005834242779070742,143.57050094604492,,0.0056481009956848025
2020-01-16 00:00:00-05:00,146.27000427246094,146.47000122070312,145.75999450683594,146.30999755859375,6069100,0.0,0.0,0.0,-0.0015695082440052577,143.9355010986328,,0.005692134410487745
2020-01-17 00:00:00-05:00,146.50999450683594,146.99000549316406,146.30999755859375,146.5800018310547,11121100,0.0,0.0,0.0,0.0018454259925253513,144.3135009765625,,0.005664793769493759
2020-01-21 00:00:00-05:00,145.77000427246094,146.86000061035156,145.5500030517578,146.74000549316406,6086100,0.0,0.0,0.0,0.0010915790702048511,144.68150100708007,,0.0056757555816560916
2020-01-22 00:00:00-05:00,146.67999267578125,146.80999755859375,146.3800048828125,146.7899932861328,4778200,0.0,0.0,0.0,0.0003406555206315609,145.04500045776368,,0.00568745316036528
2020-01-23 00:00:00-05:00,147.0,147.6199951171875,146.6199951171875,147.1199951171875,8419800,0.0,0.0,0.0,0.002248122121045526,145.40350036621095,141.18239959716797,0.005686468719180929
2020-01-24 00:00:00-05:00,146.89999389648438,148.3800048828125,146.88999938964844,147.97999572753906,9919900,0.0,0.0,0.0,0.005845572586286041,145.73899993896484,141.4007995605469,0.0055107502801646936
2020-01-27 00:00:00-05:00,149.24000549316406,149.32000732421875,148.4600067138672,148.99000549316406,9988100,0.0,0.0,0.0,0.006825312844883635,146.06949996948242,141.63199981689453,0.005460950463369945
2020-01-28 00:00:00-05:00,148.36000061035156,148.55999755859375,147.52999877929688,147.66000366210938,7543100,0.0,0.0,0.0,-0.008926785569624784,146.33600006103515,141.82559997558593,0.005989935122937004
2020-01-29 00:00:00-05:00,147.6999969482422,148.55999755859375,147.61000061035156,148.4600067138672,5013100,0.0,0.0,0.0,0.005417872354848807,146.62750015258788,142.0236001586914,0.006042728421158227
2020-01-30 00:00:00-05:00,148.69000244140625,149.30999755859375,148.00999450683594,148.47000122070312,9119500,0.0,0.0,0.0,6.732120695107646e-05,146.90600051879883,142.22880004882813,0.00605855537053824
2020-01-31 00:00:00-05:00,148.8800048828125,149.67999267578125,148.80999755859375,149.3300018310547,14788300,0.0,0.0,0.0,0.005792420039608892,147.17500076293945,142.44300018310548,0.005995015016809814
2020-02-03 00:00:00-05:00,148.66000366210938,148.77999877929688,147.67999267578125,148.36000061035156,9105300,0.0,0.0,0.0,-0.006495688802043542,147.30000076293945,142.63640014648436,0.005632302390338478
2020-02-04 00:00:00-05:00,146.97000122070312,147.02999877929688,145.8000030517578,146.42999267578125,10525600,0.0,0.0,0.0,-0.01300895070524588,147.2520004272461,142.78980010986328,0.005960341984766273
2020-02-05 00:00:00-05:00,146.3800048828125,146.80999755859375,146.16000366210938,146.61000061035156,6160700,0.0,0.0,0.0,0.0012293105482077404,147.18400039672852,142.96200012207032,0.005889201671352965
2020-02-06 00:00:00-05:00,147.27999877929688,147.6300048828125,147.0,147.39999389648438,4819800,0.0,0.0,0.0,0.005388399719282511,147.21100006103515,143.1551998901367,0.005780635399396815
2020-02-07 00:00:00-05:00,147.8300018310547,148.17999267578125,147.33999633789062,147.7899932861328,6379300,0.0,0.0,0.0,0.002645857569860688,147.29899978637695,143.3693997192383,0.00563451013749109
2020-02-10 00:00:00-05:00,148.2100067138672,148.4499969482422,147.91000366210938,148.1699981689453,5793600,0.0,0.0,0.0,0.0025712490701368385,147.36199951171875,143.5779995727539,0.005511474800300151
2020-02-11 00:00:00-05:00,148.02999877929688,148.16000366210938,147.00999450683594,147.66000366210938,5179400,0.0,0.0,0.0,-0.0034419552752806837,147.4539993286133,143.7909997558594,0.005279779269364666
2020-02-12 00:00:00-05:00,147.4199981689453,147.80999755859375,147.16000366210938,147.5399932861328,5040600,0.0,0.0,0.0,-0.0008127480224853212,147.5464988708496,143.984599609375,0.005278605199303926
2020-02-13 00:00:00-05:00,148.24000549316406,148.5800018310547,147.9499969482422,148.3800048828125,7082100,0.0,0.0,0.0,0.00569345014846645,147.63849945068358,144.1963998413086,0.005271408621282686
2020-02-14 00:00:00-05:00,148.74000549316406,149.1300048828125,148.6300048828125,149.0,5345400,0.0,0.0,0.0,0.004178427664004669,147.77299957275392,144.39419982910155,0.0053013620297203854
2020-02-18 00:00:00-05:00,149.8800048828125,151.08999633789062,149.47000122070312,150.91000366210938,11524900,0.0,0.0,0.0,0.012818816524224008,147.98949966430663,144.63399993896485,0.0059320047376818525
2020-02-19 00:00:00-05:00,151.0,151.82000732421875,150.82000732421875,151.7899932861328,9269800,0.0,0.0,0.0,0.005831221275388376,148.24199905395508,144.8897998046875,0.006010107361723328
2020-02-20 00:00:00-05:00,152.0,152.8300018310547,151.9499969482422,152.41000366210938,8457300,0.0,0.0,0.0,0.004084659090851872,148.52299957275392,145.18559997558594,0.006023491260171006
2020-02-21 00:00:00-05:00,154.42999267578125,155.22000122070312,154.17999267578125,154.6999969482422,16344500,0.0,0.0,0.0,0.015025216397275942,148.90199966430663,145.5279998779297,0.0067019847005121164
2020-02-24 00:00:00-05:00,158.5,158.52999877929688,155.36000061035156,156.08999633789062,27171000,0.0,0.0,0.0,0.008985128746405113,149.30749969482423,145.89039978027344,0.0068193135591003515
2020-02-25 00:00:00-05:00,155.1199951171875,156.0800018310547,152.91000366210938,153.3000030517578,28091500,0.0,0.0,0.0,-0.017874260693127697,149.52299957275392,146.1779998779297,0.00814025587308924
2020-02-26 00:00:00-05:00,153.82000732421875,155.27999877929688,152.89999389648438,153.97000122070312,17912500,0.0,0.0,0.0,0.004370503298157802,149.8384994506836,146.48880004882812,0.007782563646747434
2020-02-27 00:00:00-05:00,155.5800018310547,156.27000427246094,153.89999389648438,154.0,27878500,0.0,0.0,0.0,0.00019483522153040944,150.11549911499023,146.78779998779297,0.007753771698886537
2020-02-28 00:00:00-05:00,152.7100067138672,152.77000427246094,147.0500030517578,148.3800048828125,42699600,0.0,0.0,0.0,-0.03649347478693177,150.1109992980957,146.97460021972657,0.011569918497303915
2020-03-02 00:00:00-05:00,150.0,150.72999572753906,149.0399932861328,149.1999969482422,16295400,0.0,0.0,0.0,0.005526297603759334,150.10449905395507,147.1784002685547,0.011563098568362212
2020-03-03 00:00:00-05:00,150.83999633789062,155.24000549316406,150.74000549316406,153.88999938964844,28687700,0.0,0.0,0.0,0.031434333360162325,150.38099899291993,147.47580017089842,0.013402296988798874
2020-03-04 00:00:00-05:00,154.39999389648438,154.9600067138672,153.6999969482422,154.16000366210938,12315500,0.0,0.0,0.0,0.0017545277375516921,150.76749954223632,147.77140014648438,0.01293535501762996
2020-03-05 00:00:00-05:00,156.05999755859375,157.6199951171875,155.72000122070312,157.49000549316406,17973500,0.0,0.0,0.0,0.021600945458936538,151.31149978637694,148.13080017089842,0.01360203333922233
2020-03-06 00:00:00-05:00,158.3300018310547,159.25,154.5399932861328,157.5500030517578,26973400,0.0,0.0,0.0,0.00038096105467699815,151.81900024414062,148.48280029296876,0.013614896720295292
2020-03-09 00:00:00-04:00,158.60000610351562,159.3699951171875,156.3300018310547,157.80999755859375,24868700,0.0,0.0,0.0,0.0016502348575044845,152.32000045776368,148.8136001586914,0.013619709821984571
2020-03-10 00:00:00-04:00,156.17999267578125,156.41000366210938,154.38999938964844,154.47999572753906,18811500,0.0,0.0,0.0,-0.02110133630677158,152.63550033569337,149.05559997558595,0.014680469784509525
2020-03-11 00:00:00-04:00,156.25,156.5,153.61000061035156,153.92999267578125,18159900,0.0,0.0,0.0,-0.0035603512879937016,152.94899978637696,149.28759979248048,0.014682884156818407
2020-03-12 00:00:00-04:00,151.52999877929688,151.5500030517578,146.85000610351562,147.7899932861328,32893400,0.0,0.0,0.0,-0.0398882588306293,152.96149978637695,149.39079956054687,0.01744303994760081
2020-03-13 00:00:00-04:00,149.4199981689453,149.60000610351562,141.5800018310547,143.27999877929688,35177200,0.0,0.0,0.0,-0.03051623730778741,152.70649948120118,149.39839965820312,0.018681402181669984
2020-03-16 00:00:00-04:00,137.55999755859375,142.9600067138672,136.1199951171875,141.63999938964844,24496000,0.0,0.0,0.0,-0.011446115323986206,152.3384994506836,149.35219970703125,0.01875447849331949
2020-03-17 00:00:00-04:00,140.17999267578125,146.1999969482422,139.92999267578125,143.55999755859375,24490300,0.0,0.0,0.0,0.0135554799295321,151.97099914550782,149.3061996459961,0.018786556434917882
2020-03-18 00:00:00-04:00,141.75,142.8800048828125,138.5,140.6999969482422,21953400,0.0,0.0,0.0,-0.019921988429849713,151.41649932861327,149.17239959716798,0.019078459703229217
2020-03-19 00:00:00-04:00,139.0800018310547,140.5,137.85000610351562,138.0399932861328,20828900,0.0,0.0,0.0,-0.018905499074657994,150.69799880981446,148.97379943847656,0.019281832983546177
2020-03-20 00:00:00-04:00,140.7100067138672,141.1699981689453,139.13999938964844,140.11000061035156,20056000,0.0,0.0,0.0,0.014995707221804766,149.96849899291993,148.83879943847657,0.01928024026870407
2020-03-23 00:00:00-04:00,142.67999267578125,146.92999267578125,142.27999877929688,146.3000030517578,28275200,0.0,0.0,0.0,0.044179590424960224,149.47899932861327,148.8441995239258,0.02201345784188329
2020-03-24 00:00:00-04:00,153.5,155.66000366210938,152.0500030517578,153.39999389648438,20743500,0.0,0.0,0.0,0.048530353360380474,149.4839988708496,148.97399932861327,0.02451780763943932
2020-03-25 00:00:00-04:00,152.5800018310547,152.8800048828125,151.00999450683594,151.3000030517578,16457200,0.0,0.0,0.0,-0.01368964099270864,149.35049896240236,149.08359924316406,0.024692618242308752
2020-03-26 00:00:00-04:00,153.30999755859375,154.80999755859375,152.0800018310547,153.24000549316406,12778200,0.0,0.0,0.0,0.012822223412266576,149.31249923706054,149.2345993041992,0.02487440056178482
2020-03-27 00:00:00-04:00,153.0,153.5500030517578,152.0,152.25,9824600,0.0,0.0,0.0,-0.006460489804721581,149.50599899291993,149.34879943847656,0.023416277772367107
2020-03-30 00:00:00-04:00,152.41000366210938,153.0800018310547,151.57000732421875,152.9199981689453,12080900,0.0,0.0,0.0,0.004400644787818209,149.69199905395507,149.48099945068358,0.023407561123155233
2020-03-31 00:00:00-04:00,151.36000061035156,151.8000030517578,147.97000122070312,148.0500030517578,13319500,0.0,0.0,0.0,-0.03184668568859872,149.39999923706054,149.51039947509764,0.023423904833493974
2020-04-01 00:00:00-04:00,148.1999969482422,150.0800018310547,147.85000610351562,149.4499969482422,11827400,0.0,0.0,0.0,0.009456223354449733,149.16449890136718,149.56459930419922,0.023546211525021336
2020-04-02 00:00:00-04:00,151.1999969482422,152.5,150.6999969482422,151.89999389648438,9188300,0.0,0.0,0.0,0.0163934225377782,148.8849983215332,149.66679931640624,0.0233073607334938
2020-04-03 00:00:00-04:00,152.22999572753906,153.08999633789062,151.66000366210938,152.64999389648438,8469100,0.0,0.0,0.0,0.0049374590529023266,148.63999786376954,149.7773992919922,0.02334944582565693
2020-04-06 00:00:00-04:00,154.16000366210938,157.22000122070312,153.9600067138672,156.8800048828125,14739300,0.0,0.0,0.0,0.027710521817620126,148.59349822998047,149.95539947509766,0.024234346591603312
2020-04-07 00:00:00-04:00,155.3300018310547,156.13999938964844,154.3800048828125,156.0399932861328,9195400,0.0,0.0,0.0,-0.005354484768834378,148.67149810791017,150.09639923095702,0.023764560593125848
2020-04-08 00:00:00-04:00,155.91000366210938,155.94000244140625,154.58999633789062,154.64999389648438,7600800,0.0,0.0,0.0,-0.008907968786563414,148.7074981689453,150.23619903564452,0.02384578679010945
2020-04-09 00:00:00-04:00,158.0800018310547,159.0800018310547,157.2100067138672,158.69000244140625,18123000,0.0,0.0,0.0,0.026123560972308058,149.25249862670898,150.4407989501953,0.022490927603910107
2020-04-13 00:00:00-04:00,159.1699981689453,162.3800048828125,158.6300048828125,161.41000366210938,20549200,0.0,0.0,0.0,0.017140343933811808,150.15899887084962,150.69959899902344,0.021148012933128287
2020-04-14 00:00:00-04:00,162.72999572753906,164.4199981689453,161.77999877929688,162.67999267578125,17095100,0.0,0.0,0.0,0.007868093580683189,151.21099853515625,150.96659881591796,0.020737495616860644
2020-04-15 00:00:00-04:00,161.8000030517578,162.5399932861328,160.80999755859375,161.85000610351562,12141900,0.0,0.0,0.0,-0.005101958505246418,152.12549896240233,151.23639892578126,0.0208535699392445
2020-04-16 00:00:00-04:00,161.8800048828125,163.14999389648438,160.64999389648438,161.7100067138672,9233200,0.0,0.0,0.0,-0.0008649946516461338,153.1759994506836,151.54199920654298,0.020014796638107294
2020-04-17 00:00:00-04:00,159.72000122070312,160.07000732421875,158.1199951171875,158.57000732421875,14652700,0.0,0.0,0.0,-0.019417471147623044,154.2025001525879,151.7811993408203,0.020050199922662635
2020-04-20 00:00:00-04:00,158.6199951171875,160.22000122070312,158.4600067138672,159.6999969482422,10688700,0.0,0.0,0.0,0.007126124562213176,155.18199996948243,152.02719940185546,0.019965076652821986
2020-04-21 00:00:00-04:00,157.60000610351562,159.2100067138672,157.0399932861328,158.61000061035156,12478100,0.0,0.0,0.0,-0.006825274631933054,155.7974998474121,152.24359954833983,0.01810342989327869
2020-04-22 00:00:00-04:00,160.5,161.74000549316406,160.4199981689453,161.72999572753906,12902100,0.0,0.0,0.0,0.019670860003665247,156.21399993896483,152.51479949951172,0.015320417253071815
2020-04-23 00:00:00-04:00,162.38999938964844,163.60000610351562,161.83999633789062,163.33999633789062,14928500,0.0,0.0,0.0,0.00995486708021609,156.81599960327148,152.82839935302735,0.014890577879617842
2020-04-24 00:00:00-04:00,163.1300048828125,163.30999755859375,160.88999938964844,162.63999938964844,11199300,0.0,0.0,0.0,-0.004285520778353313,157.2859992980957,153.13039947509765,0.014844866620429036
2020-04-27 00:00:00-04:00,161.8800048828125,162.0,160.41000366210938,161.55999755859375,9033500,0.0,0.0,0.0,-0.006640444141094992,157.7514991760254,153.3939993286133,0.014851010623723961
2020-04-28 00:00:00-04:00,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,10383000,0.0,0.0,0.0,-0.004456556273727319,158.14749908447266,153.6307992553711,0.01494124523356615
2020-04-29 00:00:00-04:00,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,12232300,0.0,0.0,0.0,0.005533445721913166,158.8314987182617,153.84719909667967,0.012547174819116274
2020-04-30 00:00:00-04:00,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,13633500,0.0,0.0,0.0,-0.018116569301821484,159.2989990234375,153.98739929199218,0.013456163835760853
2020-05-01 00:00:00-04:00,158.0,160.4499969482422,157.8000030517578,159.77999877929688,10914300,0.0,0.0,0.0,0.00617125761149806,159.69299926757813,154.13479919433593,0.013115458440381745
2020-05-04 00:00:00-04:00,160.3300018310547,160.9499969482422,159.91000366210938,160.33999633789062,7986200,0.0,0.0,0.0,0.003504803873276119,160.07749938964844,154.2475991821289,0.01310600523105186
2020-05-05 00:00:00-04:00,160.16000366210938,161.10000610351562,159.3300018310547,161.02000427246094,10563100,0.0,0.0,0.0,0.004241037483481591,160.28449935913085,154.3461993408203,0.011710216434296117
2020-05-06 00:00:00-04:00,158.99000549316406,159.80999755859375,158.10000610351562,158.9499969482422,13352000,0.0,0.0,0.0,-0.012855591040204617,160.42999954223632,154.45919921875,0.012051996962495521
2020-05-07 00:00:00-04:00,159.5,161.9600067138672,159.36000061035156,161.38999938964844,13691700,0.0,0.0,0.0,0.015350754880484763,160.76699981689453,154.6075991821289,0.01222260348098564
2020-05-08 00:00:00-04:00,161.0800018310547,162.0,160.0,160.4199981689453,12240900,0.0,0.0,0.0,-0.006010293229887331,160.85349960327147,154.7359991455078,0.010959926227503925
2020-05-11 00:00:00-04:00,160.33999633789062,160.7100067138672,158.88999938964844,159.4199981689453,11209800,0.0,0.0,0.0,-0.006233636774804485,160.75399932861328,154.95679901123046,0.01033147351788075
2020-05-12 00:00:00-04:00,160.3000030517578,160.9499969482422,159.72000122070312,160.0399932861328,10406000,0.0,0.0,0.0,0.0038890673962401756,160.62199935913085,155.1735989379883,0.010197891755450973
2020-05-13 00:00:00-04:00,160.94000244140625,161.6199951171875,160.5399932861328,161.5800018310547,10950400,0.0,0.0,0.0,0.00962264814750724,160.6084991455078,155.3273989868164,0.01039811108715969
2020-05-14 00:00:00-04:00,161.52999877929688,163.33999633789062,161.50999450683594,163.00999450683594,17084400,0.0,0.0,0.0,0.008850059782004704,160.67349853515626,155.50439880371093,0.01058244077924054
2020-05-15 00:00:00-04:00,164.02000427246094,164.8000030517578,163.0800018310547,163.92999267578125,13918800,0.0,0.0,0.0,0.0056438144895878395,160.94149780273438,155.6331985473633,0.009537859539767534
2020-05-18 00:00:00-04:00,164.3300018310547,164.5,162.41000366210938,162.69000244140625,14133800,0.0,0.0,0.0,-0.007564144999551381,161.09099807739258,155.73599853515626,0.00966337084766204
2020-05-19 00:00:00-04:00,163.60000610351562,164.42999267578125,163.0399932861328,164.25999450683594,8535800,0.0,0.0,0.0,0.00965020617044443,161.3734977722168,155.86499847412108,0.009665914418629677
2020-05-20 00:00:00-04:00,164.5399932861328,164.9600067138672,163.88999938964844,164.64999389648438,10666100,0.0,0.0,0.0,0.0023742810342795018,161.51949768066407,156.0683984375,0.00870883837305181
2020-05-21 00:00:00-04:00,163.4600067138672,163.5800018310547,161.3699951171875,162.25,11791000,0.0,0.0,0.0,-0.0145763375976391,161.46499786376953,156.23479858398437,0.009090192363325273
2020-05-22 00:00:00-04:00,162.8800048828125,163.47000122070312,162.74000549316406,163.2100067138672,8540900,0.0,0.0,0.0,0.005916836449104457,161.49349822998047,156.54319885253906,0.009140616332719238
2020-05-26 00:00:00-04:00,162.5800018310547,162.5800018310547,160.69000244140625,160.88999938964844,13972000,0.0,0.0,0.0,-0.014214859559966153,161.4599983215332,156.89539886474608,0.00958567339937733
2020-05-27 00:00:00-04:00,159.4199981689453,161.33999633789062,159.1999969482422,161.17999267578125,13063500,0.0,0.0,0.0,0.0018024320171106112,161.47699813842775,157.28619873046875,0.00954021814905379
2020-05-28 00:00:00-04:00,162.1199951171875,162.4600067138672,160.89999389648438,161.72000122070312,9758500,0.0,0.0,0.0,0.003350344766475555,161.47649841308595,157.64939880371094,0.009487713296913301
2020-05-29 00:00:00-04:00,162.5800018310547,163.39999389648438,162.32000732421875,162.91000366210938,12581800,0.0,0.0,0.0,0.0073584122707384125,161.6819984436035,158.09359893798828,0.008589395816104375
2020-06-01 00:00:00-04:00,162.9199981689453,163.74000549316406,162.38999938964844,163.66000366210938,8140200,0.0,0.0,0.0,0.004603768848692402,161.87599868774413,158.6059991455078,0.008549798611402445
2020-06-02 00:00:00-04:00,163.88999938964844,164.0800018310547,161.86000061035156,162.60000610351562,10388900,0.0,0.0,0.0,-0.0064768271714218395,161.9889991760254,159.05579925537108,0.008700345692420614
2020-06-03 00:00:00-04:00,160.33999633789062,160.89999389648438,158.82000732421875,159.60000610351562,17000500,0.0,0.0,0.0,-0.01845018380928054,161.91799926757812,159.32179931640624,0.009647220901162672
2020-06-04 00:00:00-04:00,161.13999938964844,161.8699951171875,159.83999633789062,161.27999877929688,10094000,0.0,0.0,0.0,0.010526269495827023,162.03449935913085,159.4793994140625,0.009473349582597953
2020-06-05 00:00:00-04:00,158.72000122070312,158.72000122070312,157.0399932861328,158.00999450683594,16021200,0.0,0.0,0.0,-0.02027532426346157,161.86549911499023,159.61359924316406,0.009926132475357953
2020-06-08 00:00:00-04:00,158.89999389648438,159.86000061035156,158.47000122070312,159.72000122070312,9244400,0.0,0.0,0.0,0.010822142733466267,161.83049926757812,159.74319915771486,0.010190002335028541
2020-06-09 00:00:00-04:00,161.10000610351562,161.77999877929688,160.8699951171875,161.25999450683594,9045600,0.0,0.0,0.0,0.00964183116931494,161.92249908447266,159.92339904785158,0.010310341015228056
2020-06-10 00:00:00-04:00,162.10000610351562,163.6300048828125,160.52000427246094,163.57000732421875,13009300,0.0,0.0,0.0,0.014324773012967418,162.09899978637696,160.13639923095704,0.010739376040893747
2020-06-11 00:00:00-04:00,163.35000610351562,164.05999755859375,161.97000122070312,162.38999938964844,11673900,0.0,0.0,0.0,-0.007214084989501601,162.13949966430664,160.42319915771483,0.010699804505741475
